match_id,season,team1,team2,team1_wins_h2h,team2_wins_h2h,team1_win_pct_h2h,team2_win_pct_h2h,team1_recent_wins,team2_recent_wins,team1_win_pct,team2_win_pct,winner
1216498,2020/21,Kings XI Punjab,Sunrisers Hyderabad,2,8,0.2,0.8,10,10,0.4,0.4,Kings XI Punjab
1216541,2020/21,Mumbai Indians,Rajasthan Royals,5,5,0.5,0.5,18,9,0.72,0.36,Rajasthan Royals
1216544,2020/21,Royal Challengers Bangalore,Chennai Super Kings,3,7,0.3,0.7,12,10,0.48,0.4,Chennai Super Kings
1216520,2020/21,Kolkata Knight Riders,Kings XI Punjab,8,2,0.8,0.2,12,11,0.48,0.44,Kings XI Punjab
1216524,2020/21,Sunrisers Hyderabad,Delhi Capitals,2,2,0.5,0.5,10,16,0.4,0.64,Sunrisers Hyderabad
1216499,2020/21,Royal Challengers Bangalore,Mumbai Indians,3,7,0.3,0.7,12,17,0.48,0.68,Mumbai Indians
1216536,2020/21,Kolkata Knight Riders,Chennai Super Kings,4,6,0.4,0.6,11,11,0.44,0.44,Chennai Super Kings
1216537,2020/21,Kings XI Punjab,Rajasthan Royals,6,4,0.6,0.4,11,10,0.44,0.4,Rajasthan Royals
1216502,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,5,5,0.5,0.5,12,10,0.48,0.4,Sunrisers Hyderabad
1216535,2020/21,Delhi Capitals,Mumbai Indians,1,2,0.3333333333333333,0.6666666666666666,15,18,0.6,0.72,Mumbai Indians
1216506,2020/21,Kings XI Punjab,Chennai Super Kings,5,5,0.5,0.5,11,11,0.44,0.44,Chennai Super Kings
1216530,2020/21,Kolkata Knight Riders,Rajasthan Royals,6,4,0.6,0.4,10,11,0.4,0.44,Kolkata Knight Riders
1216505,2020/21,Royal Challengers Bangalore,Delhi Capitals,0,3,0.0,1.0,12,15,0.48,0.6,Delhi Capitals
1216495,2020/21,Mumbai Indians,Sunrisers Hyderabad,5,5,0.5,0.5,18,10,0.72,0.4,Sunrisers Hyderabad
1237177,2020/21,Mumbai Indians,Delhi Capitals,3,1,0.75,0.25,17,16,0.68,0.64,Mumbai Indians
1237178,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,4,6,0.4,0.6,12,10,0.48,0.4,Sunrisers Hyderabad
1237180,2020/21,Delhi Capitals,Sunrisers Hyderabad,2,3,0.4,0.6,15,11,0.6,0.44,Delhi Capitals
1237181,2020/21,Delhi Capitals,Mumbai Indians,1,4,0.2,0.8,15,17,0.6,0.68,Mumbai Indians
1254058,2021,Mumbai Indians,Royal Challengers Bangalore,8,2,0.8,0.2,18,12,0.72,0.48,Royal Challengers Bangalore
1254059,2021,Chennai Super Kings,Delhi Capitals,3,2,0.6,0.4,11,14,0.44,0.56,Delhi Capitals
1254060,2021,Kolkata Knight Riders,Sunrisers Hyderabad,6,4,0.6,0.4,11,11,0.44,0.44,Kolkata Knight Riders
1254061,2021,Punjab Kings,Rajasthan Royals,0,0,0.0,0.0,0,11,0.0,0.44,Punjab Kings
1254062,2021,Mumbai Indians,Kolkata Knight Riders,9,1,0.9,0.1,17,11,0.68,0.44,Mumbai Indians
1254063,2021,Royal Challengers Bangalore,Sunrisers Hyderabad,3,7,0.3,0.7,13,11,0.52,0.44,Royal Challengers Bangalore
1254064,2021,Delhi Capitals,Rajasthan Royals,4,0,1.0,0.0,15,10,0.6,0.4,Rajasthan Royals
1254065,2021,Punjab Kings,Chennai Super Kings,0,0,0.0,0.0,1,10,1.0,0.4,Chennai Super Kings
1254066,2021,Mumbai Indians,Sunrisers Hyderabad,4,6,0.4,0.6,17,10,0.68,0.4,Mumbai Indians
1254067,2021,Royal Challengers Bangalore,Kolkata Knight Riders,4,6,0.4,0.6,14,10,0.56,0.4,Royal Challengers Bangalore
1254068,2021,Punjab Kings,Delhi Capitals,0,0,0.0,0.0,1,14,0.5,0.56,Delhi Capitals
1254069,2021,Chennai Super Kings,Rajasthan Royals,6,4,0.6,0.4,10,11,0.4,0.44,Chennai Super Kings
1254070,2021,Mumbai Indians,Delhi Capitals,5,1,0.8333333333333334,0.16666666666666666,18,14,0.72,0.56,Delhi Capitals
1254071,2021,Punjab Kings,Sunrisers Hyderabad,0,0,0.0,0.0,1,9,0.3333333333333333,0.36,Sunrisers Hyderabad
1254072,2021,Chennai Super Kings,Kolkata Knight Riders,6,4,0.6,0.4,11,10,0.44,0.4,Chennai Super Kings
1254073,2021,Rajasthan Royals,Royal Challengers Bangalore,4,4,0.4,0.4,11,14,0.44,0.56,Royal Challengers Bangalore
1254074,2021,Mumbai Indians,Punjab Kings,0,0,0.0,0.0,17,1,0.68,0.25,Punjab Kings
1254075,2021,Kolkata Knight Riders,Rajasthan Royals,6,4,0.6,0.4,10,10,0.4,0.4,Rajasthan Royals
1254076,2021,Chennai Super Kings,Royal Challengers Bangalore,8,2,0.8,0.2,12,15,0.48,0.6,Chennai Super Kings
1254077,2021,Delhi Capitals,Sunrisers Hyderabad,3,3,0.5,0.5,14,10,0.56,0.4,Delhi Capitals
1254078,2021,Punjab Kings,Kolkata Knight Riders,0,0,0.0,0.0,2,10,0.4,0.4,Kolkata Knight Riders
1254079,2021,Royal Challengers Bangalore,Delhi Capitals,0,4,0.0,1.0,14,15,0.56,0.6,Royal Challengers Bangalore
1254080,2021,Sunrisers Hyderabad,Chennai Super Kings,3,7,0.3,0.7,10,12,0.4,0.48,Chennai Super Kings
1254081,2021,Rajasthan Royals,Mumbai Indians,6,4,0.6,0.4,11,17,0.44,0.68,Mumbai Indians
1254082,2021,Kolkata Knight Riders,Delhi Capitals,1,3,0.25,0.75,11,14,0.44,0.56,Delhi Capitals
1254083,2021,Punjab Kings,Royal Challengers Bangalore,0,0,0.0,0.0,2,14,0.3333333333333333,0.56,Punjab Kings
1254084,2021,Chennai Super Kings,Mumbai Indians,2,8,0.2,0.8,13,17,0.52,0.68,Mumbai Indians
1254085,2021,Rajasthan Royals,Sunrisers Hyderabad,4,6,0.4,0.6,10,9,0.4,0.36,Rajasthan Royals
1254086,2021,Punjab Kings,Delhi Capitals,0,1,0.0,1.0,3,14,0.42857142857142855,0.56,Delhi Capitals
1254104,2021,Chennai Super Kings,Mumbai Indians,2,8,0.2,0.8,12,17,0.48,0.68,Chennai Super Kings
1254087,2021,Royal Challengers Bangalore,Kolkata Knight Riders,5,5,0.5,0.5,13,11,0.52,0.44,Kolkata Knight Riders
1254111,2021,Rajasthan Royals,Punjab Kings,0,1,0.0,1.0,11,3,0.44,0.375,Rajasthan Royals
1254105,2021,Sunrisers Hyderabad,Delhi Capitals,3,4,0.42857142857142855,0.5714285714285714,9,15,0.36,0.6,Delhi Capitals
1254096,2021,Mumbai Indians,Kolkata Knight Riders,9,1,0.9,0.1,16,12,0.64,0.48,Kolkata Knight Riders
1254113,2021,Royal Challengers Bangalore,Chennai Super Kings,2,8,0.2,0.8,13,13,0.52,0.52,Chennai Super Kings
1254097,2021,Delhi Capitals,Rajasthan Royals,4,1,0.8,0.2,15,11,0.6,0.44,Delhi Capitals
1254107,2021,Punjab Kings,Sunrisers Hyderabad,0,1,0.0,1.0,3,9,0.3333333333333333,0.36,Punjab Kings
1254098,2021,Kolkata Knight Riders,Chennai Super Kings,4,6,0.4,0.6,12,14,0.48,0.56,Chennai Super Kings
1254108,2021,Royal Challengers Bangalore,Mumbai Indians,3,7,0.3,0.7,13,15,0.52,0.6,Royal Challengers Bangalore
1254100,2021,Rajasthan Royals,Sunrisers Hyderabad,4,6,0.4,0.6,10,9,0.4,0.36,Sunrisers Hyderabad
1254092,2021,Delhi Capitals,Kolkata Knight Riders,4,1,0.8,0.2,15,11,0.6,0.44,Kolkata Knight Riders
1254099,2021,Punjab Kings,Mumbai Indians,1,0,1.0,0.0,4,15,0.4,0.6,Mumbai Indians
1254103,2021,Rajasthan Royals,Royal Challengers Bangalore,3,5,0.3,0.5,10,13,0.4,0.52,Royal Challengers Bangalore
1254091,2021,Sunrisers Hyderabad,Chennai Super Kings,3,7,0.3,0.7,10,14,0.4,0.56,Chennai Super Kings
1254102,2021,Kolkata Knight Riders,Punjab Kings,1,0,1.0,0.0,12,4,0.48,0.36363636363636365,Punjab Kings
1254089,2021,Chennai Super Kings,Rajasthan Royals,6,4,0.6,0.4,15,10,0.6,0.4,Rajasthan Royals
1254112,2021,Mumbai Indians,Delhi Capitals,5,2,0.7142857142857143,0.2857142857142857,15,15,0.6,0.6,Delhi Capitals
1254090,2021,Royal Challengers Bangalore,Punjab Kings,0,1,0.0,1.0,13,5,0.52,0.4166666666666667,Royal Challengers Bangalore
1254109,2021,Sunrisers Hyderabad,Kolkata Knight Riders,4,6,0.4,0.6,10,12,0.4,0.48,Kolkata Knight Riders
1254110,2021,Chennai Super Kings,Delhi Capitals,3,3,0.5,0.5,14,15,0.56,0.6,Delhi Capitals
1254093,2021,Rajasthan Royals,Mumbai Indians,6,4,0.6,0.4,10,15,0.4,0.6,Mumbai Indians
1254095,2021,Sunrisers Hyderabad,Royal Challengers Bangalore,6,4,0.6,0.4,9,14,0.36,0.56,Sunrisers Hyderabad
1254094,2021,Chennai Super Kings,Punjab Kings,1,0,1.0,0.0,14,5,0.56,0.38461538461538464,Punjab Kings
1254106,2021,Kolkata Knight Riders,Rajasthan Royals,6,4,0.6,0.4,12,9,0.48,0.36,Kolkata Knight Riders
1254088,2021,Mumbai Indians,Sunrisers Hyderabad,5,5,0.5,0.5,15,9,0.6,0.36,Mumbai Indians
1254101,2021,Delhi Capitals,Royal Challengers Bangalore,4,1,0.8,0.2,15,13,0.6,0.52,Royal Challengers Bangalore
1254114,2021,Delhi Capitals,Chennai Super Kings,4,3,0.5714285714285714,0.42857142857142855,14,14,0.56,0.56,Chennai Super Kings
1254115,2021,Royal Challengers Bangalore,Kolkata Knight Riders,4,6,0.4,0.6,13,12,0.52,0.48,Kolkata Knight Riders
1254116,2021,Delhi Capitals,Kolkata Knight Riders,4,2,0.6666666666666666,0.3333333333333333,14,13,0.56,0.52,Kolkata Knight Riders
1254117,2021,Chennai Super Kings,Kolkata Knight Riders,7,3,0.7,0.3,15,13,0.6,0.52,Chennai Super Kings
1304047,2022,Chennai Super Kings,Kolkata Knight Riders,7,3,0.7,0.3,15,12,0.6,0.48,Kolkata Knight Riders
1304048,2022,Mumbai Indians,Delhi Capitals,5,3,0.625,0.375,15,13,0.6,0.52,Delhi Capitals
1304049,2022,Royal Challengers Bangalore,Punjab Kings,1,1,0.5,0.5,13,6,0.52,0.42857142857142855,Punjab Kings
1304050,2022,Lucknow Super Giants,Gujarat Titans,0,0,0.0,0.0,0,0,0.0,0.0,Gujarat Titans
1304051,2022,Rajasthan Royals,Sunrisers Hyderabad,4,6,0.4,0.6,9,9,0.36,0.36,Rajasthan Royals
1304052,2022,Kolkata Knight Riders,Royal Challengers Bangalore,6,4,0.6,0.4,13,12,0.52,0.48,Royal Challengers Bangalore
1304053,2022,Chennai Super Kings,Lucknow Super Giants,0,0,0.0,0.0,15,0,0.6,0.0,Lucknow Super Giants
1304054,2022,Punjab Kings,Kolkata Knight Riders,1,1,0.5,0.5,7,13,0.4666666666666667,0.52,Kolkata Knight Riders
1304055,2022,Rajasthan Royals,Mumbai Indians,6,4,0.6,0.4,10,14,0.4,0.56,Rajasthan Royals
1304056,2022,Gujarat Titans,Delhi Capitals,0,0,0.0,0.0,1,13,1.0,0.52,Gujarat Titans
1304057,2022,Punjab Kings,Chennai Super Kings,1,1,0.5,0.5,7,15,0.4375,0.6,Punjab Kings
1304058,2022,Lucknow Super Giants,Sunrisers Hyderabad,0,0,0.0,0.0,1,8,0.5,0.32,Lucknow Super Giants
1304059,2022,Rajasthan Royals,Royal Challengers Bangalore,3,5,0.3,0.5,11,12,0.44,0.48,Royal Challengers Bangalore
1304060,2022,Mumbai Indians,Kolkata Knight Riders,8,2,0.8,0.2,13,13,0.52,0.52,Kolkata Knight Riders
1304061,2022,Delhi Capitals,Lucknow Super Giants,0,0,0.0,0.0,13,2,0.52,0.6666666666666666,Lucknow Super Giants
1304062,2022,Punjab Kings,Gujarat Titans,0,0,0.0,0.0,8,2,0.47058823529411764,1.0,Gujarat Titans
1304063,2022,Chennai Super Kings,Sunrisers Hyderabad,8,2,0.8,0.2,14,8,0.56,0.32,Sunrisers Hyderabad
1304064,2022,Mumbai Indians,Royal Challengers Bangalore,6,4,0.6,0.4,12,13,0.48,0.52,Royal Challengers Bangalore
1304065,2022,Delhi Capitals,Kolkata Knight Riders,4,3,0.5714285714285714,0.42857142857142855,13,14,0.52,0.56,Delhi Capitals
1304066,2022,Rajasthan Royals,Lucknow Super Giants,0,0,0.0,0.0,11,3,0.44,0.75,Rajasthan Royals
1304067,2022,Gujarat Titans,Sunrisers Hyderabad,0,0,0.0,0.0,3,9,1.0,0.36,Sunrisers Hyderabad
1304068,2022,Chennai Super Kings,Royal Challengers Bangalore,8,2,0.8,0.2,14,13,0.56,0.52,Chennai Super Kings
1304069,2022,Punjab Kings,Mumbai Indians,1,1,0.5,0.5,8,12,0.4444444444444444,0.48,Punjab Kings
1304070,2022,Gujarat Titans,Rajasthan Royals,0,0,0.0,0.0,3,11,0.75,0.44,Gujarat Titans
1304071,2022,Kolkata Knight Riders,Sunrisers Hyderabad,7,3,0.7,0.3,13,10,0.52,0.4,Sunrisers Hyderabad
1304072,2022,Lucknow Super Giants,Mumbai Indians,0,0,0.0,0.0,3,11,0.6,0.44,Lucknow Super Giants
1304073,2022,Royal Challengers Bangalore,Delhi Capitals,2,4,0.3333333333333333,0.6666666666666666,12,14,0.48,0.56,Royal Challengers Bangalore
1304074,2022,Punjab Kings,Sunrisers Hyderabad,1,1,0.5,0.5,9,10,0.47368421052631576,0.4,Sunrisers Hyderabad
1304075,2022,Chennai Super Kings,Gujarat Titans,0,0,0.0,0.0,15,4,0.6,0.8,Gujarat Titans
1304076,2022,Rajasthan Royals,Kolkata Knight Riders,3,7,0.3,0.7,11,13,0.44,0.52,Rajasthan Royals
1304077,2022,Royal Challengers Bangalore,Lucknow Super Giants,0,0,0.0,0.0,13,4,0.52,0.6666666666666666,Royal Challengers Bangalore
1304078,2022,Punjab Kings,Delhi Capitals,0,2,0.0,1.0,9,14,0.45,0.56,Delhi Capitals
1304079,2022,Mumbai Indians,Chennai Super Kings,7,3,0.7,0.3,11,15,0.44,0.6,Chennai Super Kings
1304080,2022,Rajasthan Royals,Delhi Capitals,1,5,0.16666666666666666,0.8333333333333334,12,14,0.48,0.56,Rajasthan Royals
1304081,2022,Gujarat Titans,Kolkata Knight Riders,0,0,0.0,0.0,5,13,0.8333333333333334,0.52,Gujarat Titans
1304082,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,4,6,0.4,0.6,14,11,0.56,0.44,Sunrisers Hyderabad
1304083,2022,Lucknow Super Giants,Mumbai Indians,1,0,1.0,0.0,4,10,0.5714285714285714,0.4,Lucknow Super Giants
1304084,2022,Punjab Kings,Chennai Super Kings,2,1,0.6666666666666666,0.3333333333333333,9,15,0.42857142857142855,0.6,Punjab Kings
1304085,2022,Rajasthan Royals,Royal Challengers Bangalore,3,6,0.3,0.6,12,14,0.48,0.56,Rajasthan Royals
1304086,2022,Sunrisers Hyderabad,Gujarat Titans,1,0,1.0,0.0,11,6,0.44,0.8571428571428571,Gujarat Titans
1304087,2022,Kolkata Knight Riders,Delhi Capitals,3,5,0.375,0.625,12,14,0.48,0.56,Delhi Capitals
1304088,2022,Lucknow Super Giants,Punjab Kings,0,0,0.0,0.0,5,10,0.625,0.45454545454545453,Lucknow Super Giants
1304089,2022,Royal Challengers Bangalore,Gujarat Titans,0,0,0.0,0.0,14,7,0.56,0.875,Gujarat Titans
1304090,2022,Rajasthan Royals,Mumbai Indians,6,4,0.6,0.4,13,9,0.52,0.36,Mumbai Indians
1304091,2022,Lucknow Super Giants,Delhi Capitals,1,0,1.0,0.0,6,14,0.6666666666666666,0.56,Lucknow Super Giants
1304092,2022,Chennai Super Kings,Sunrisers Hyderabad,7,3,0.7,0.3,14,10,0.56,0.4,Chennai Super Kings
1304093,2022,Rajasthan Royals,Kolkata Knight Riders,3,7,0.3,0.7,12,11,0.48,0.44,Kolkata Knight Riders
1304094,2022,Gujarat Titans,Punjab Kings,1,0,1.0,0.0,8,10,0.8888888888888888,0.43478260869565216,Punjab Kings
1304095,2022,Royal Challengers Bangalore,Chennai Super Kings,2,8,0.2,0.8,14,14,0.56,0.56,Royal Challengers Bangalore
1304096,2022,Delhi Capitals,Sunrisers Hyderabad,5,3,0.625,0.375,14,9,0.56,0.36,Delhi Capitals
1304097,2022,Mumbai Indians,Gujarat Titans,0,0,0.0,0.0,10,8,0.4,0.8,Mumbai Indians
1304098,2022,Punjab Kings,Rajasthan Royals,1,1,0.5,0.5,11,11,0.4583333333333333,0.44,Rajasthan Royals
1304099,2022,Lucknow Super Giants,Kolkata Knight Riders,0,0,0.0,0.0,7,12,0.7,0.48,Lucknow Super Giants
1304100,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,4,6,0.4,0.6,14,8,0.56,0.32,Royal Challengers Bangalore
1304101,2022,Chennai Super Kings,Delhi Capitals,4,4,0.5,0.5,14,14,0.56,0.56,Chennai Super Kings
1304102,2022,Kolkata Knight Riders,Mumbai Indians,3,7,0.3,0.7,12,10,0.48,0.4,Kolkata Knight Riders
1304103,2022,Gujarat Titans,Lucknow Super Giants,1,0,1.0,0.0,8,8,0.7272727272727273,0.7272727272727273,Gujarat Titans
1304104,2022,Rajasthan Royals,Delhi Capitals,2,5,0.2857142857142857,0.7142857142857143,12,14,0.48,0.56,Delhi Capitals
1304105,2022,Chennai Super Kings,Mumbai Indians,3,7,0.3,0.7,14,9,0.56,0.36,Mumbai Indians
1304106,2022,Punjab Kings,Royal Challengers Bangalore,2,1,0.6666666666666666,0.3333333333333333,11,14,0.44,0.56,Punjab Kings
1304107,2022,Kolkata Knight Riders,Sunrisers Hyderabad,6,4,0.6,0.4,13,8,0.52,0.32,Kolkata Knight Riders
1304108,2022,Chennai Super Kings,Gujarat Titans,0,1,0.0,1.0,13,9,0.52,0.75,Gujarat Titans
1304109,2022,Rajasthan Royals,Lucknow Super Giants,1,0,1.0,0.0,12,8,0.48,0.6666666666666666,Rajasthan Royals
1304110,2022,Delhi Capitals,Punjab Kings,3,0,1.0,0.0,14,11,0.56,0.44,Delhi Capitals
1304111,2022,Sunrisers Hyderabad,Mumbai Indians,4,6,0.4,0.6,8,10,0.32,0.4,Sunrisers Hyderabad
1304112,2022,Lucknow Super Giants,Kolkata Knight Riders,1,0,1.0,0.0,8,14,0.6153846153846154,0.56,Lucknow Super Giants
1304113,2022,Gujarat Titans,Royal Challengers Bangalore,1,0,1.0,0.0,10,13,0.7692307692307693,0.52,Royal Challengers Bangalore
1304114,2022,Chennai Super Kings,Rajasthan Royals,5,5,0.5,0.5,12,12,0.48,0.48,Rajasthan Royals
1304115,2022,Delhi Capitals,Mumbai Indians,4,5,0.4444444444444444,0.5555555555555556,14,9,0.56,0.36,Mumbai Indians
1304116,2022,Sunrisers Hyderabad,Punjab Kings,2,1,0.6666666666666666,0.3333333333333333,9,11,0.36,0.44,Punjab Kings
1312197,2022,Rajasthan Royals,Gujarat Titans,0,1,0.0,1.0,13,10,0.52,0.7142857142857143,Gujarat Titans
1312198,2022,Royal Challengers Bangalore,Lucknow Super Giants,1,0,1.0,0.0,13,9,0.52,0.6428571428571429,Royal Challengers Bangalore
1312199,2022,Royal Challengers Bangalore,Rajasthan Royals,5,4,0.5,0.4,14,13,0.56,0.52,Rajasthan Royals
1312200,2022,Rajasthan Royals,Gujarat Titans,0,2,0.0,1.0,13,11,0.52,0.7333333333333333,Gujarat Titans
1359475,2023,Chennai Super Kings,Gujarat Titans,0,2,0.0,1.0,11,12,0.44,0.75,Gujarat Titans
1359476,2023,Punjab Kings,Kolkata Knight Riders,1,2,0.3333333333333333,0.6666666666666666,12,13,0.48,0.52,Punjab Kings
1359477,2023,Lucknow Super Giants,Delhi Capitals,2,0,1.0,0.0,9,13,0.6,0.52,Lucknow Super Giants
1359478,2023,Rajasthan Royals,Sunrisers Hyderabad,4,6,0.4,0.6,13,9,0.52,0.36,Rajasthan Royals
1359479,2023,Mumbai Indians,Royal Challengers Bangalore,5,5,0.5,0.5,9,13,0.36,0.52,Royal Challengers Bangalore
1359480,2023,Chennai Super Kings,Lucknow Super Giants,0,1,0.0,1.0,10,10,0.4,0.625,Chennai Super Kings
1359481,2023,Delhi Capitals,Gujarat Titans,0,1,0.0,1.0,13,13,0.52,0.7647058823529411,Gujarat Titans
1359482,2023,Punjab Kings,Rajasthan Royals,1,2,0.3333333333333333,0.6666666666666666,13,13,0.52,0.52,Punjab Kings
1359483,2023,Kolkata Knight Riders,Royal Challengers Bangalore,5,5,0.5,0.5,13,14,0.52,0.56,Kolkata Knight Riders
1359484,2023,Sunrisers Hyderabad,Lucknow Super Giants,0,1,0.0,1.0,8,10,0.32,0.5882352941176471,Lucknow Super Giants
1359485,2023,Rajasthan Royals,Delhi Capitals,2,6,0.25,0.75,12,12,0.48,0.48,Rajasthan Royals
1359486,2023,Mumbai Indians,Chennai Super Kings,7,3,0.7,0.3,9,11,0.36,0.44,Chennai Super Kings
1359487,2023,Gujarat Titans,Kolkata Knight Riders,1,0,1.0,0.0,14,13,0.7777777777777778,0.52,Kolkata Knight Riders
1359488,2023,Punjab Kings,Sunrisers Hyderabad,2,2,0.5,0.5,13,8,0.52,0.32,Sunrisers Hyderabad
1359489,2023,Royal Challengers Bangalore,Lucknow Super Giants,2,0,1.0,0.0,14,11,0.56,0.6111111111111112,Lucknow Super Giants
1359490,2023,Delhi Capitals,Mumbai Indians,4,6,0.4,0.6,11,9,0.44,0.36,Mumbai Indians
1359491,2023,Rajasthan Royals,Chennai Super Kings,5,5,0.5,0.5,13,11,0.52,0.44,Rajasthan Royals
1359492,2023,Punjab Kings,Gujarat Titans,1,1,0.5,0.5,13,14,0.52,0.7368421052631579,Gujarat Titans
1359493,2023,Sunrisers Hyderabad,Kolkata Knight Riders,3,7,0.3,0.7,9,13,0.36,0.52,Sunrisers Hyderabad
1359494,2023,Royal Challengers Bangalore,Delhi Capitals,3,4,0.42857142857142855,0.5714285714285714,14,10,0.56,0.4,Royal Challengers Bangalore
1359495,2023,Lucknow Super Giants,Punjab Kings,1,0,1.0,0.0,12,12,0.631578947368421,0.48,Punjab Kings
1359496,2023,Kolkata Knight Riders,Mumbai Indians,4,6,0.4,0.6,13,9,0.52,0.36,Mumbai Indians
1359497,2023,Gujarat Titans,Rajasthan Royals,3,0,1.0,0.0,15,14,0.75,0.56,Rajasthan Royals
1359498,2023,Chennai Super Kings,Royal Challengers Bangalore,7,3,0.7,0.3,10,14,0.4,0.56,Chennai Super Kings
1359499,2023,Mumbai Indians,Sunrisers Hyderabad,5,5,0.5,0.5,9,10,0.36,0.4,Mumbai Indians
1359500,2023,Lucknow Super Giants,Rajasthan Royals,0,2,0.0,1.0,12,15,0.6,0.6,Lucknow Super Giants
1359501,2023,Royal Challengers Bangalore,Punjab Kings,1,3,0.25,0.75,13,13,0.52,0.52,Royal Challengers Bangalore
1359502,2023,Kolkata Knight Riders,Delhi Capitals,3,6,0.3333333333333333,0.6666666666666666,12,9,0.48,0.36,Delhi Capitals
1359503,2023,Sunrisers Hyderabad,Chennai Super Kings,3,7,0.3,0.7,10,10,0.4,0.4,Chennai Super Kings
1359504,2023,Gujarat Titans,Lucknow Super Giants,2,0,1.0,0.0,15,13,0.7142857142857143,0.6190476190476191,Gujarat Titans
1359505,2023,Punjab Kings,Mumbai Indians,2,1,0.6666666666666666,0.3333333333333333,13,10,0.52,0.4,Punjab Kings
1359506,2023,Royal Challengers Bangalore,Rajasthan Royals,5,4,0.5,0.4,13,14,0.52,0.56,Royal Challengers Bangalore
1359507,2023,Chennai Super Kings,Kolkata Knight Riders,7,3,0.7,0.3,10,12,0.4,0.48,Chennai Super Kings
1359508,2023,Delhi Capitals,Sunrisers Hyderabad,6,3,0.6666666666666666,0.3333333333333333,10,10,0.4,0.4,Delhi Capitals
1359509,2023,Gujarat Titans,Mumbai Indians,0,1,0.0,1.0,16,10,0.7272727272727273,0.4,Gujarat Titans
1359510,2023,Kolkata Knight Riders,Royal Challengers Bangalore,5,5,0.5,0.5,11,14,0.44,0.56,Kolkata Knight Riders
1359511,2023,Rajasthan Royals,Chennai Super Kings,6,4,0.6,0.4,14,11,0.56,0.44,Rajasthan Royals
1359512,2023,Lucknow Super Giants,Punjab Kings,1,1,0.5,0.5,13,13,0.5909090909090909,0.52,Lucknow Super Giants
1359513,2023,Kolkata Knight Riders,Gujarat Titans,1,1,0.5,0.5,11,17,0.44,0.7391304347826086,Gujarat Titans
1359514,2023,Sunrisers Hyderabad,Delhi Capitals,3,7,0.3,0.7,9,10,0.36,0.4,Sunrisers Hyderabad
1359515,2023,Chennai Super Kings,Punjab Kings,1,3,0.25,0.75,11,13,0.44,0.52,Punjab Kings
1359516,2023,Rajasthan Royals,Mumbai Indians,6,4,0.6,0.4,15,10,0.6,0.4,Mumbai Indians
1359517,2023,Royal Challengers Bangalore,Lucknow Super Giants,2,1,0.6666666666666666,0.3333333333333333,13,14,0.52,0.6086956521739131,Royal Challengers Bangalore
1359518,2023,Delhi Capitals,Gujarat Titans,0,2,0.0,1.0,9,18,0.36,0.75,Delhi Capitals
1359519,2023,Lucknow Super Giants,Chennai Super Kings,1,1,0.5,0.5,14,11,0.5833333333333334,0.44,
1359520,2023,Punjab Kings,Mumbai Indians,3,1,0.75,0.25,13,10,0.52,0.4,Mumbai Indians
1359521,2023,Kolkata Knight Riders,Sunrisers Hyderabad,6,4,0.6,0.4,10,10,0.4,0.4,Kolkata Knight Riders
1359522,2023,Rajasthan Royals,Gujarat Titans,1,3,0.25,0.75,14,18,0.56,0.72,Gujarat Titans
1359523,2023,Mumbai Indians,Chennai Super Kings,6,4,0.6,0.4,11,10,0.44,0.4,Chennai Super Kings
1359524,2023,Royal Challengers Bangalore,Delhi Capitals,4,4,0.5,0.5,14,10,0.56,0.4,Delhi Capitals
1359525,2023,Gujarat Titans,Lucknow Super Giants,3,0,1.0,0.0,18,14,0.72,0.56,Gujarat Titans
1359526,2023,Rajasthan Royals,Sunrisers Hyderabad,5,5,0.5,0.5,13,10,0.52,0.4,Sunrisers Hyderabad
1359527,2023,Punjab Kings,Kolkata Knight Riders,2,2,0.5,0.5,13,10,0.52,0.4,Kolkata Knight Riders
1359528,2023,Royal Challengers Bangalore,Mumbai Indians,6,4,0.6,0.4,14,10,0.56,0.4,Mumbai Indians
1359529,2023,Chennai Super Kings,Delhi Capitals,5,4,0.5555555555555556,0.4444444444444444,10,11,0.4,0.44,Chennai Super Kings
1359530,2023,Kolkata Knight Riders,Rajasthan Royals,7,3,0.7,0.3,11,13,0.44,0.52,Rajasthan Royals
1359531,2023,Mumbai Indians,Gujarat Titans,1,1,0.5,0.5,10,18,0.4,0.72,Mumbai Indians
1359532,2023,Sunrisers Hyderabad,Lucknow Super Giants,0,2,0.0,1.0,10,14,0.4,0.56,Lucknow Super Giants
1359533,2023,Punjab Kings,Delhi Capitals,0,4,0.0,1.0,12,11,0.48,0.44,Punjab Kings
1359534,2023,Royal Challengers Bangalore,Rajasthan Royals,6,3,0.6,0.3,13,13,0.52,0.52,Royal Challengers Bangalore
1359535,2023,Chennai Super Kings,Kolkata Knight Riders,7,3,0.7,0.3,11,10,0.44,0.4,Kolkata Knight Riders
1359536,2023,Gujarat Titans,Sunrisers Hyderabad,1,1,0.5,0.5,17,10,0.68,0.4,Gujarat Titans
1359537,2023,Lucknow Super Giants,Mumbai Indians,2,0,1.0,0.0,14,11,0.56,0.44,Lucknow Super Giants
